prompt_id,trial_id,round,image_idx,image_path,user_score,chosen,prompt,mean_pixel,reused_from_previous
001369-0084,trial0,0,0,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round0/image0.png,-0.1709684580564499,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.5055626034736633,False
001369-0084,trial0,0,1,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round0/image1.png,1.4568568468093872,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.34320545196533203,False
001369-0084,trial0,0,2,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round0/image2.png,1.5416802167892456,True,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.4385559856891632,False
001369-0084,trial0,0,3,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round0/image3.png,0.6801367998123169,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.6011630296707153,False
001369-0084,trial0,1,0,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round1/image0.png,1.5416802167892456,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.4385559856891632,True
001369-0084,trial0,1,1,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round1/image1.png,1.603440523147583,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.3877164423465729,False
001369-0084,trial0,1,2,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round1/image2.png,1.5091981887817383,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.4031141996383667,False
001369-0084,trial0,1,3,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round1/image3.png,1.7317452430725098,True,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.40051352977752686,False
001369-0084,trial0,2,0,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round2/image0.png,1.7317452430725098,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.40051352977752686,True
001369-0084,trial0,2,1,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round2/image1.png,1.822678565979004,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.36107611656188965,False
001369-0084,trial0,2,2,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round2/image2.png,1.83859384059906,True,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.36021730303764343,False
001369-0084,trial0,2,3,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round2/image3.png,1.754554033279419,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.37120094895362854,False
001369-0084,trial0,3,0,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round3/image0.png,1.83859384059906,True,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.36021730303764343,True
001369-0084,trial0,3,1,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round3/image1.png,1.8380147218704224,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.3509247601032257,False
001369-0084,trial0,3,2,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round3/image2.png,1.6519358158111572,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.3573381006717682,False
001369-0084,trial0,3,3,outputs/2025-11-14_09-20-59/images/001369-0084/trial0/round3/image3.png,1.671372890472412,False,"greek or roman sculpture in marble of a philosopher holding a skull, in a museum background, hyperrealistic photograph in the style of bernini, golden hour",0.3438333570957184,False
009606-0136,trial0,0,0,outputs/2025-11-14_09-20-59/images/009606-0136/trial0/round0/image0.png,0.18501976132392883,False,logo for a coffee chain,0.6895411610603333,False
009606-0136,trial0,0,1,outputs/2025-11-14_09-20-59/images/009606-0136/trial0/round0/image1.png,0.15492211282253265,False,logo for a coffee chain,0.5603169798851013,False
009606-0136,trial0,0,2,outputs/2025-11-14_09-20-59/images/009606-0136/trial0/round0/image2.png,0.8097465634346008,False,logo for a coffee chain,0.36207151412963867,False
009606-0136,trial0,0,3,outputs/2025-11-14_09-20-59/images/009606-0136/trial0/round0/image3.png,1.5883150100708008,True,logo for a coffee chain,0.8427150845527649,False
009606-0136,trial0,1,0,outputs/2025-11-14_09-20-59/images/009606-0136/trial0/round1/image0.png,1.5883150100708008,True,logo for a coffee chain,0.8427150845527649,True
009606-0136,trial0,1,1,outputs/2025-11-14_09-20-59/images/009606-0136/trial0/round1/image1.png,1.0075042247772217,False,logo for a coffee chain,0.9050464630126953,False
009606-0136,trial0,1,2,outputs/2025-11-14_09-20-59/images/009606-0136/trial0/round1/image2.png,1.558567762374878,False,logo for a coffee chain,0.909028947353363,False
